move,title,src,opener,gate_chance,gate_and,enabled_by,forbidden_by,family,family_name,valence_them,valence_us,needs_us,needs_them,rel_them_sees_us
SOCEncourage,Encourage,interactions2.json,True,1.0,False,IsCharismatic;IsGregarious;IsKind;IsLeader;IsObservant;IsOptimist;IsPatient,IsApathetic;IsCruel;IsOblivious;IsPessimist;IsRepulsive;IsTreacherous,3,us:Altruism- them:Security-,-21.0,-9.0,"{""Achievement"": -6.0, ""Altruism"": -6.0, ""Privacy"": 6.0, ""SelfRespect"": -3.0}","{""Altruism"": 3.0, ""Contact"": -3.0, ""Esteem"": -6.0, ""Family"": -3.0, ""SelfRespect"": -12.0}",RELAcquaintanceChance
SOCFashionNoPants,No pants?,interactions2.json,True,1.0,True,,,0,them:Esteem+ them:SelfRespect+,27.0,-21.0,"{""Contact"": -3.0, ""Esteem"": -12.0, ""SelfRespect"": -9.0, ""Altruism"": 3.0}","{""Contact"": -3.0, ""Esteem"": 12.0, ""Privacy"": 12.0, ""SelfRespect"": 6.0}",
SOCFashionNotClean,Criticize Poor Hygiene,interactions2.json,True,1.0,False,,IsKind;IsSlovenly,0,them:Esteem+ them:SelfRespect+,27.0,-21.0,"{""Contact"": -3.0, ""Esteem"": -12.0, ""SelfRespect"": -9.0, ""Altruism"": 3.0}","{""Contact"": -3.0, ""Esteem"": 12.0, ""Privacy"": 12.0, ""SelfRespect"": 6.0}",
SOCFireCrew,Fire Crewmember,interactions2.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},RELSOCHireQuitsThem
SOCFishCompliment,Fish for Compliment,interactions2.json,True,1.0,False,,IsApathetic;IsHumble;IsTemperate,8,them:Altruism+ us:SelfRespect-,22.0,12.0,"{""Altruism"": 6.0, ""Autonomy"": -3.0, ""Esteem"": 6.0, ""SelfRespect"": 3.0}","{""Altruism"": 31.0, ""Autonomy"": 3.0, ""Contact"": -3.0, ""Esteem"": -6.0, ""Family"": -3.0, ""Intimacy"": -3.0, ""Privacy"": 6.0, ""SelfRespect"": -3.0}",
SOCFlirtContinue,Flirt Back,interactions_relationships.json,False,0.75,False,,IsChaste;IsCraven;IsFollower;IsPessimist;IsQuitter;IsShy,-1,no-effect,0.0,0.0,{},{},
SOCFlirtContinueAllow,Flirt Reply,interactions2.json,False,,True,,,2,us:Intimacy- us:Privacy+,-19.0,-16.0,"{""Contact"": -6.0, ""Intimacy"": -12.0, ""Privacy"": 3.0, ""_Lonesome"": -1.0}","{""Esteem"": -6.0, ""Intimacy"": -12.0, ""Privacy"": 3.0, ""SelfRespect"": -3.0, ""_Lonesome"": -1.0}",RELAcquaintanceChance
SOCFlirtContinueDeny,Won't Flirt,interactions_relationships.json,False,,True,,,-1,no-effect,0.0,0.0,{},{},
SOCFlirtContinueMan,Flirt Back,interactions_relationships.json,False,1.0,False,,IsApathetic;IsChaste;IsComplacent;IsCraven;IsShy,2,us:Intimacy- us:Privacy+,0.0,-9.0,"{""Contact"": -3.0, ""Intimacy"": -6.0}",{},
SOCFlirtContinueManPlayer,Flirt Back,interactions_relationships.json,True,1.0,False,,IsApathetic;IsChaste;IsComplacent;IsCraven;IsShy,2,us:Intimacy- us:Privacy+,0.0,-16.0,"{""Contact"": -6.0, ""Intimacy"": -12.0, ""Privacy"": 3.0, ""_Lonesome"": -1.0}",{},
SOCFlirtContinueNB,Flirt Back,interactions_relationships.json,False,1.0,False,,IsApathetic;IsChaste;IsComplacent;IsCraven;IsShy,2,us:Intimacy- us:Privacy+,0.0,-9.0,"{""Contact"": -3.0, ""Intimacy"": -6.0}",{},
SOCFlirtContinueNBPlayer,Flirt Back,interactions_relationships.json,True,1.0,False,,IsApathetic;IsChaste;IsComplacent;IsCraven;IsShy,2,us:Intimacy- us:Privacy+,0.0,-16.0,"{""Contact"": -6.0, ""Intimacy"": -12.0, ""Privacy"": 3.0, ""_Lonesome"": -1.0}",{},
SOCFlirtContinuePlayerAllow,Flirt Reply,interactions2.json,False,,True,,,2,us:Intimacy- us:Privacy+,-19.0,-16.0,"{""Contact"": -6.0, ""Intimacy"": -12.0, ""Privacy"": 3.0, ""_Lonesome"": -1.0}","{""Esteem"": -6.0, ""Intimacy"": -12.0, ""Privacy"": 3.0, ""SelfRespect"": -3.0, ""_Lonesome"": -1.0}",RELAcquaintanceChance
SOCFlirtContinueWoman,Flirt Back,interactions_relationships.json,False,1.0,False,,IsApathetic;IsChaste;IsComplacent;IsCraven;IsShy,2,us:Intimacy- us:Privacy+,0.0,-9.0,"{""Contact"": -3.0, ""Intimacy"": -6.0}",{},
SOCFlirtContinueWomanPlayer,Flirt Back,interactions_relationships.json,True,1.0,False,,IsApathetic;IsChaste;IsComplacent;IsCraven;IsShy,2,us:Intimacy- us:Privacy+,0.0,-16.0,"{""Contact"": -6.0, ""Intimacy"": -12.0, ""Privacy"": 3.0, ""_Lonesome"": -1.0}",{},
SOCFlirtDenyMen,Not Interested in Men,interactions_relationships.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCFlirtDenyNB,Not Interested in Non-Binary People,interactions_relationships.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCFlirtDenyWomen,Not Interested in Women,interactions_relationships.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCFlirtStart,Flirt,interactions_relationships.json,True,0.75,False,IsAmbitious;IsArrogant;IsBrave;IsCharismatic;IsGregarious;IsLeader;IsLustful;IsOptimist;IsRepulsive,IsApathetic;IsChaste;IsComplacent;IsCraven;IsPessimist;IsShy,-1,no-effect,0.0,0.0,{},{},
SOCFlirtStartAllow,Flirt,interactions2.json,True,1.0,True,,,2,us:Intimacy- us:Privacy+,-4.0,9.0,"{""Intimacy"": 3.0, ""Privacy"": 6.0}","{""Contact"": -3.0, ""Esteem"": -3.0, ""Privacy"": 6.0, ""SelfRespect"": -3.0, ""_Lonesome"": -1.0}",RELAcquaintanceChance
SOCFlirtStartDeny,Won't Flirt,interactions_relationships.json,False,,True,,,-1,no-effect,0.0,0.0,{},{},
SOCFlirtStartMan,Flirt,interactions_relationships.json,True,1.0,False,,,2,us:Intimacy- us:Privacy+,0.0,-9.0,"{""Contact"": -3.0, ""Intimacy"": -6.0}",{},
SOCFlirtStartManPlayer,Flirt,interactions_relationships.json,True,1.0,False,,,2,us:Intimacy- us:Privacy+,0.0,-9.0,"{""Contact"": -3.0, ""Intimacy"": -6.0}",{},
SOCFlirtStartNB,Flirt,interactions_relationships.json,True,1.0,False,,,2,us:Intimacy- us:Privacy+,0.0,-9.0,"{""Contact"": -3.0, ""Intimacy"": -6.0}",{},
SOCFlirtStartNBPlayer,Flirt,interactions_relationships.json,True,1.0,False,,,2,us:Intimacy- us:Privacy+,0.0,-9.0,"{""Contact"": -3.0, ""Intimacy"": -6.0}",{},
SOCFlirtStartPlayerAllow,Flirt,interactions2.json,True,1.0,True,,,2,us:Intimacy- us:Privacy+,-4.0,9.0,"{""Intimacy"": 3.0, ""Privacy"": 6.0}","{""Contact"": -3.0, ""Esteem"": -3.0, ""Privacy"": 6.0, ""SelfRespect"": -3.0, ""_Lonesome"": -1.0}",RELAcquaintanceChance
SOCFlirtStartWoman,Flirt,interactions_relationships.json,True,1.0,False,,,2,us:Intimacy- us:Privacy+,0.0,-9.0,"{""Contact"": -3.0, ""Intimacy"": -6.0}",{},
SOCFlirtStartWomanPlayer,Flirt,interactions_relationships.json,True,1.0,False,,,2,us:Intimacy- us:Privacy+,0.0,-9.0,"{""Contact"": -3.0, ""Intimacy"": -6.0}",{},
SOCFollowCommand,Follow Me,interactions2.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCFollowCommandAllow,Agree to follow,interactions2.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCFollowCommandStop,Stop Following Me,interactions2.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCFollowCommandStopAllow,Agree to stop following,interactions2.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCFollowCommandStopSelf,Stop Following,interactions2.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCFollowCommandStopSelfAllow,Agree to stop following,interactions2.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCGagShiver,Gag and Shiver,interactions2.json,False,0.75,False,IsArrogant;IsChaste;IsCruel;IsFinicky;IsOblivious;IsRepulsive;IsTreacherous;IsVengeful,IsCharismatic;IsForgiving;IsHumble;IsKind;IsLustful;IsShy,0,them:Esteem+ them:SelfRespect+,31.0,3.0,"{""Altruism"": 6.0, ""Autonomy"": -6.0, ""Privacy"": 6.0, ""SelfRespect"": -3.0}","{""Contact"": -3.0, ""Esteem"": 12.0, ""Family"": 3.0, ""Meaning"": 3.0, ""Intimacy"": 6.0, ""Privacy"": 3.0, ""SelfRespect"": 6.0, ""_Lonesome"": 1.0}",
SOCGasp,Gasp,interactions2.json,False,0.8,False,IsAgliophobic;IsCraven;IsHumorless;IsKind;IsPessimist,IsApathetic;IsBrave;IsComedian;IsCruel;IsFollower;IsOblivious;IsOptimist;IsTreacherous,4,us:Meaning+ them:Meaning+,18.0,21.0,"{""Autonomy"": 3.0, ""Contact"": 6.0, ""Meaning"": 6.0, ""Security"": 3.0, ""SelfRespect"": 3.0}","{""Achievement"": 6.0, ""Esteem"": 6.0, ""Meaning"": 6.0}",
SOCGiveUp,Give Up,interactions2.json,False,0.75,False,IsApathetic;IsComplacent;IsCraven;IsFollower;IsHumble;IsImpatient;IsPushover;IsQuitter,IsAmbitious;IsArrogant;IsDiligent;IsFinicky;IsPatient;IsStubborn,3,us:Altruism- them:Security-,-24.0,24.0,"{""Achievement"": 6.0, ""Autonomy"": 6.0, ""Esteem"": 3.0, ""Family"": 3.0, ""Meaning"": 6.0}","{""Achievement"": -6.0, ""Altruism"": 3.0, ""Autonomy"": -6.0, ""Esteem"": -3.0, ""Meaning"": -3.0, ""Security"": -3.0, ""SelfRespect"": -6.0}",
SOCGreetAI,Start Conversation,interactions_social_relationships.json,True,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCGreetCaptain,Greet Captain,interactions_social_relationships.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCGreetEnemy,Greet Enemy,interactions_social_relationships.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCGreetFriend,"""Long Time No See!""",interactions_social_relationships.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCHire2,Subject: Hire as Crew,interactions2.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCHire2Allow,Agree to Talk Jobs,interactions2.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCHire2Basic,Basic Job Offer,interactions2.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCHire2BasicAllow,Agree to Job,interactions2.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,-6.0,-24.0,"{""Autonomy"": -6.0, ""Esteem"": -6.0, ""Security"": -6.0, ""SelfRespect"": -6.0}","{""Family"": -3.0, ""Esteem"": -3.0}",RELSOCHireAllowThem
SOCHire2BonusAdd,Add $1000 Sign-on Bonus,interactions2.json,False,,True,,,3,us:Altruism- them:Security-,-9.0,-6.0,"{""Altruism"": -6.0}","{""Autonomy"": -6.0, ""SelfRespect"": -3.0}",
SOCHire2BonusSub,Subtract $1000 Sign-on Bonus,interactions2.json,False,,True,,,0,them:Esteem+ them:SelfRespect+,9.0,6.0,"{""Altruism"": 6.0}","{""Autonomy"": 6.0, ""SelfRespect"": 3.0}",
SOCHire2DeathPayAdd,Increase Death Pay,interactions2.json,False,,True,,,3,us:Altruism- them:Security-,-9.0,-6.0,"{""Altruism"": -6.0}","{""Security"": -6.0, ""Autonomy"": -3.0}",
SOCHire2DeathPaySub,Decrease Death Pay,interactions2.json,False,,True,,,0,them:Esteem+ them:SelfRespect+,9.0,6.0,"{""Altruism"": 6.0}","{""Security"": 6.0, ""Autonomy"": 3.0}",
SOCHire2Deny,Decline to Talk Jobs,interactions2.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCHire2DenyAcquaint,Decline Job,interactions2.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCHire2DenyAutonomy,Decline Job (Autonomy),interactions2.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,36.0,-12.0,"{""Autonomy"": 12.0, ""Esteem"": -24.0}","{""Family"": 12.0, ""Esteem"": 24.0}",
SOCHire2DenyAutonomyMinor,Decline Job Minor (Autonomy),interactions2.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,36.0,-6.0,"{""Autonomy"": 6.0, ""Esteem"": -12.0}","{""Family"": 12.0, ""Esteem"": 24.0}",
SOCHire2DenyEsteem,Decline Job (Esteem),interactions2.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,36.0,-12.0,"{""Esteem"": 12.0, ""SelfRespect"": -24.0}","{""Family"": 12.0, ""Esteem"": 24.0}",
SOCHire2DenyEsteemMinor,Decline Job Minor (Esteem),interactions2.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,18.0,-6.0,"{""Esteem"": 6.0, ""SelfRespect"": -12.0}","{""Family"": 6.0, ""Esteem"": 12.0}",
SOCHire2DenySecurity,Decline Job (Security),interactions2.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,36.0,-12.0,"{""Security"": 12.0, ""Autonomy"": -24.0}","{""Family"": 12.0, ""Esteem"": 24.0}",
SOCHire2DenySecurityMinor,Decline Job Minor (Security),interactions2.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,18.0,-6.0,"{""Security"": 6.0, ""Autonomy"": -12.0}","{""Family"": 6.0, ""Esteem"": 12.0}",
SOCHire2DenySelfRespect,Decline Job (Self Respect),interactions2.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,36.0,-12.0,"{""SelfRespect"": 12.0, ""Security"": -24.0}","{""Family"": 12.0, ""Esteem"": 24.0}",
SOCHire2DenySelfRespectMinor,Decline Job Minor (Self Respect),interactions2.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,18.0,-6.0,"{""SelfRespect"": 6.0, ""Security"": -12.0}","{""Family"": 6.0, ""Esteem"": 12.0}",
SOCHire2FFDiscount,Ask for Friends & Family Discount,interactions2.json,False,1.0,False,IsAmbitious;IsArrogant;IsLoyal;IsRepulsive;IsSelfish;IsTreacherous;IsTrusting,IsFollower;IsHumble;IsPushover;IsSelfless;IsShy,0,them:Esteem+ them:SelfRespect+,12.0,12.0,"{""Altruism"": 6.0, ""Family"": 6.0}","{""Altruism"": 6.0, ""Family"": 6.0}",
SOCHire2FFDiscountAllow,Agree to F&F Discount,interactions2.json,False,1.0,False,IsApathetic;IsComplacent;IsHumble;IsKind;IsLoyal;IsPushover;IsSelfless;IsShy;IsTrusting,IsAmbitious;IsArrogant;IsCraven;IsFollower;IsForgiving;IsSelfish;IsStubborn,3,us:Altruism- them:Security-,-9.0,-18.0,"{""Altruism"": -12.0, ""Esteem"": 6.0, ""Family"": -12.0}","{""Altruism"": 6.0, ""Esteem"": -3.0, ""Family"": -12.0}",
SOCHire2Intimidate,Intimidating Job Offer,interactions2.json,False,0.75,False,IsStrong;IsTough,IsApathetic;IsCraven;IsFeeble;IsFragile;IsKind;IsPushover;IsShy,0,them:Esteem+ them:SelfRespect+,24.0,-27.0,"{""Autonomy"": -3.0, ""Esteem"": -3.0, ""Meaning"": -3.0, ""Security"": -12.0, ""SelfRespect"": -6.0}","{""Autonomy"": 6.0, ""Privacy"": 3.0, ""Security"": 12.0, ""SelfRespect"": 3.0}",
SOCHire2IntimidateAllow,Agree to Job,interactions2.json,False,1.0,False,IsCraven;IsPushover,,3,us:Altruism- them:Security-,-27.0,-24.0,"{""Esteem"": -6.0, ""Family"": -6.0, ""Security"": -12.0}","{""Achievement"": -3.0, ""Esteem"": -12.0, ""Security"": -6.0, ""SelfRespect"": -6.0}",RELSOCHireAllowThem
SOCHire2SalaryAdd,Add $25 Salary,interactions2.json,False,,True,,,3,us:Altruism- them:Security-,-18.0,-6.0,"{""Altruism"": -6.0}","{""Esteem"": -12.0, ""SelfRespect"": -6.0}",
SOCHire2SalarySub,Subtract $25 Salary,interactions2.json,False,,True,,,0,them:Esteem+ them:SelfRespect+,18.0,6.0,"{""Altruism"": 6.0}","{""Esteem"": 12.0, ""SelfRespect"": 6.0}",
SOCHireFire,Fire Them,interactions2.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},RELSOCHireFireThem
SOCHireQuitAutonomy,Quit Job (Autonomy),interactions2.json,False,,True,,,-1,no-effect,0.0,0.0,{},{},
SOCHireQuitEsteem,Quit Job (Esteem),interactions2.json,False,,True,,,-1,no-effect,0.0,0.0,{},{},
SOCHireQuitSecurity,Quit Job (Security),interactions2.json,False,,True,,,-1,no-effect,0.0,0.0,{},{},
SOCHireQuitSelfRespect,Quit Job (SelfWorth),interactions2.json,False,,True,,,-1,no-effect,0.0,0.0,{},{},
SOCHireQuits,Quit Job,interactions2.json,False,,True,,,0,them:Esteem+ them:SelfRespect+,9.0,9.0,"{""Altruism"": 3.0, ""Autonomy"": -3.0, ""Contact"": 3.0, ""Family"": 3.0, ""Intimacy"": 3.0}","{""Altruism"": 3.0, ""Autonomy"": -3.0, ""Contact"": 3.0, ""Family"": 3.0, ""Intimacy"": 3.0}",RELSOCHireQuitsThem
SOCHireQuitsGlad,Quit Job,interactions2.json,False,,True,,,0,them:Esteem+ them:SelfRespect+,9.0,9.0,"{""Altruism"": 3.0, ""Autonomy"": -3.0, ""Contact"": 3.0, ""Family"": 3.0, ""Intimacy"": 3.0}","{""Altruism"": 3.0, ""Autonomy"": -3.0, ""Contact"": 3.0, ""Family"": 3.0, ""Intimacy"": 3.0}",RELSOCHireQuitsThem
SOCHireQuitsMad,Quit Job,interactions2.json,False,,True,,,0,them:Esteem+ them:SelfRespect+,9.0,9.0,"{""Altruism"": 3.0, ""Autonomy"": -3.0, ""Contact"": 3.0, ""Family"": 3.0, ""Intimacy"": 3.0}","{""Altruism"": 3.0, ""Autonomy"": -3.0, ""Contact"": 3.0, ""Family"": 3.0, ""Intimacy"": 3.0}",RELSOCHireQuitsThem
SOCHireQuitsStays,Remain on Crew,interactions2.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,9.0,9.0,"{""Altruism"": 3.0, ""Autonomy"": -3.0, ""Contact"": 3.0, ""Family"": 3.0, ""Intimacy"": 3.0}","{""Altruism"": 3.0, ""Autonomy"": -3.0, ""Contact"": 3.0, ""Family"": 3.0, ""Intimacy"": 3.0}",
SOCHireQuitsStaysResponsibility,Accept New Responsibilities,interactions2.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,9.0,9.0,"{""Altruism"": 3.0, ""Autonomy"": -3.0, ""Contact"": 3.0, ""Family"": 3.0, ""Intimacy"": 3.0}","{""Altruism"": 3.0, ""Autonomy"": -3.0, ""Contact"": 3.0, ""Family"": 3.0, ""Intimacy"": 3.0}",
SOCHireQuitsStaysThreat,Remain on Crew out of Fear,interactions2.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,9.0,9.0,"{""Altruism"": 3.0, ""Autonomy"": -3.0, ""Contact"": 3.0, ""Family"": 3.0, ""Intimacy"": 3.0}","{""Altruism"": 3.0, ""Autonomy"": -3.0, ""Contact"": 3.0, ""Family"": 3.0, ""Intimacy"": 3.0}",
SOCHoneypotCombatStart,Begin Romantic Entrapment,interactions_honeypot.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCHoneypotDance,Dance,interactions_honeypot.json,False,1.0,True,,,2,us:Intimacy- us:Privacy+,-12.0,0.0,{},"{""Intimacy"": -12.0, ""Meaning"": -6.0, ""Privacy"": 6.0, ""Autonomy"": 6.0, ""Contact"": -6.0}",
SOCHoneypotDemonstrateVulnerability,Demonstrate Vulnerability,interactions_honeypot.json,False,1.0,True,,,2,us:Intimacy- us:Privacy+,-12.0,0.0,{},"{""Intimacy"": -24.0, ""Security"": 12.0}",
SOCHoneypotMirrorBehavior,Mirror Their Mannerisms,interactions_honeypot.json,False,1.0,True,,,3,us:Altruism- them:Security-,-12.0,0.0,{},"{""SelfRespect"": -24.0, ""Privacy"": 12.0}",
SOCHoneypotPrivacyFail,Tell Them You Need Space,interactions_honeypot.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,48.0,-48.0,"{""Privacy"": -48.0}","{""Esteem"": 48.0}",
SOCHoneypotSecurityFail,Air Your Suspicions,interactions_honeypot.json,False,1.0,False,,,0,them:Esteem+ them:SelfRespect+,48.0,-48.0,"{""Security"": -48.0}","{""Esteem"": 48.0}",
SOCHoneypotSong,Sing for Them,interactions_honeypot.json,False,1.0,True,,,2,us:Intimacy- us:Privacy+,-12.0,0.0,{},"{""Intimacy"": -12.0, ""Contact"": -12.0, ""Esteem"": 6.0, ""Privacy"": 6.0}",
SOCInspirePurpose,Inspire with Purpose,interactions2.json,True,1.0,False,IsCharismatic;IsKind;IsLeader;IsObservant;IsOptimist;IsPatient,IsApathetic;IsArrogant;IsCruel;IsImpatient;IsOblivious;IsPessimist;IsQuitter,3,us:Altruism- them:Security-,-37.0,-27.0,"{""Achievement"": -6.0, ""Altruism"": -12.0, ""Meaning"": -6.0, ""SelfRespect"": -3.0}","{""Esteem"": -3.0, ""Family"": -3.0, ""Meaning"": -31.0}",RELAcquaintanceChance
SOCInsult,Insult,interactions2.json,True,0.75,False,IsAmbitious;IsArrogant;IsComedian;IsCruel;IsRepulsive;IsTreacherous;IsVengeful,IsApathetic;IsCharismatic;IsComplacent;IsForgiving;IsHumble;IsKind;IsShy,0,them:Esteem+ them:SelfRespect+,46.0,-21.0,"{""Achievement"": -3.0, ""Altruism"": 6.0, ""Autonomy"": -12.0, ""SelfRespect"": -12.0}","{""Contact"": 3.0, ""Esteem"": 6.0, ""Family"": 3.0, ""Privacy"": 3.0, ""SelfRespect"": 31.0}",
SOCInsult2,Craft a Savage Insult,interactions2.json,True,0.75,False,IsAmbitious;IsArrogant;IsComedian;IsCruel;IsRepulsive;IsTreacherous;IsVengeful,IsApathetic;IsCharismatic;IsComplacent;IsForgiving;IsHumble;IsKind;IsShy,0,them:Esteem+ them:SelfRespect+,46.0,-21.0,"{""Achievement"": -3.0, ""Altruism"": 6.0, ""Autonomy"": -12.0, ""SelfRespect"": -12.0}","{""Contact"": 3.0, ""Esteem"": 6.0, ""Family"": 3.0, ""Privacy"": 3.0, ""SelfRespect"": 31.0}",
SOCInsult2LEO,Craft a Savage Insult,interactions2.json,False,1.0,False,IsAmbitious;IsArrogant;IsComedian;IsCruel;IsRepulsive;IsTreacherous;IsVengeful,IsApathetic;IsCharismatic;IsComplacent;IsForgiving;IsHumble;IsKind;IsShy,0,them:Esteem+ them:SelfRespect+,46.0,-21.0,"{""Achievement"": -3.0, ""Altruism"": 6.0, ""Autonomy"": -12.0, ""SelfRespect"": -12.0}","{""Contact"": 3.0, ""Esteem"": 6.0, ""Family"": 3.0, ""Privacy"": 3.0, ""SelfRespect"": 31.0}",
SOCInsultEnemy,Demonstrate Contempt,interactions2.json,True,1.0,True,,,0,them:Esteem+ them:SelfRespect+,18.0,0.0,"{""Intimacy"": 6.0, ""Altruism"": 6.0, ""SelfRespect"": -12.0}","{""Altruism"": 6.0, ""Esteem"": 12.0}",
SOCInsultLEO,Chasten,interactions2.json,False,1.0,False,IsAmbitious;IsArrogant;IsComedian;IsCruel;IsRepulsive;IsTreacherous;IsVengeful,IsApathetic;IsCharismatic;IsComplacent;IsForgiving;IsHumble;IsKind;IsShy,0,them:Esteem+ them:SelfRespect+,46.0,-21.0,"{""Achievement"": -3.0, ""Altruism"": 6.0, ""Autonomy"": -12.0, ""SelfRespect"": -12.0}","{""Contact"": 3.0, ""Esteem"": 6.0, ""Family"": 3.0, ""Privacy"": 3.0, ""SelfRespect"": 31.0}",
SOCIntimidate,Intimidate,interactions2.json,True,0.75,False,IsStrong;IsTough,IsApathetic;IsCraven;IsFeeble;IsFragile;IsKind;IsPushover;IsShy,0,them:Esteem+ them:SelfRespect+,24.0,-27.0,"{""Autonomy"": -3.0, ""Esteem"": -3.0, ""Meaning"": -3.0, ""Security"": -12.0, ""SelfRespect"": -6.0}","{""Autonomy"": 6.0, ""Privacy"": 3.0, ""Security"": 12.0, ""SelfRespect"": 3.0}",
SOCIntimidate2LEO,Threaten Jail Time,interactions2.json,False,1.0,True,,,0,them:Esteem+ them:SelfRespect+,24.0,-27.0,"{""Autonomy"": -3.0, ""Esteem"": -3.0, ""Meaning"": -3.0, ""Security"": -12.0, ""SelfRespect"": -6.0}","{""Autonomy"": 6.0, ""Privacy"": 3.0, ""Security"": 12.0, ""SelfRespect"": 3.0}",
SOCIntimidateLEO,Intimidate,interactions2.json,False,1.0,False,IsStrong;IsTough,IsApathetic;IsCraven;IsFeeble;IsFragile;IsKind;IsPushover;IsShy,0,them:Esteem+ them:SelfRespect+,24.0,-27.0,"{""Autonomy"": -3.0, ""Esteem"": -3.0, ""Meaning"": -3.0, ""Security"": -12.0, ""SelfRespect"": -6.0}","{""Autonomy"": 6.0, ""Privacy"": 3.0, ""Security"": 12.0, ""SelfRespect"": 3.0}",
SOCInviteDrinkAllow,Invite for Drink,interactions2.json,False,,True,,,2,us:Intimacy- us:Privacy+,-14.0,0.0,{},"{""Contact"": -3.0, ""Esteem"": -3.0, ""Intimacy"": -6.0, ""Privacy"": 6.0, ""SelfRespect"": -6.0, ""_Lonesome"": -2.0}",
SOCInviteDrinkMan,Invite for Drink,interactions_relationships.json,True,0.5,False,,IsTemperate,2,us:Intimacy- us:Privacy+,0.0,0.0,"{""Achievement"": -3.0, ""Autonomy"": -3.0, ""Contact"": -6.0, ""Esteem"": 3.0, ""Intimacy"": 3.0, ""Meaning"": -3.0, ""Privacy"": 6.0, ""SelfRespect"": 3.0}",{},
SOCInviteDrinkNB,Invite for Drink,interactions_relationships.json,True,0.5,False,,IsTemperate,2,us:Intimacy- us:Privacy+,0.0,0.0,"{""Achievement"": -3.0, ""Autonomy"": -3.0, ""Contact"": -6.0, ""Esteem"": 3.0, ""Intimacy"": 3.0, ""Meaning"": -3.0, ""Privacy"": 6.0, ""SelfRespect"": 3.0}",{},
SOCInviteDrinkWoman,Invite for Drink,interactions_relationships.json,True,0.5,False,,IsTemperate,2,us:Intimacy- us:Privacy+,0.0,0.0,"{""Achievement"": -3.0, ""Autonomy"": -3.0, ""Contact"": -6.0, ""Esteem"": 3.0, ""Intimacy"": 3.0, ""Meaning"": -3.0, ""Privacy"": 6.0, ""SelfRespect"": 3.0}",{},
SOCInviteToLoopAIPolyMan,Invite to Romantic Loop,interactions_relationships.json,True,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCInviteToLoopAIPolyNB,Invite to Romantic Loop,interactions_relationships.json,True,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCInviteToLoopAIPolyWoman,Invite to Romantic Loop,interactions_relationships.json,True,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
SOCInviteToLoopAcceptMan,Seal Romantic Loop,interactions_relationships.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},RELPartner
SOCInviteToLoopAcceptManAI,Seal Romantic Loop,interactions_relationships.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},RELPartner
SOCInviteToLoopAcceptMonoMan,Seal Romantic Loop,interactions_relationships.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},RELPartner
SOCInviteToLoopAcceptMonoManCheck,Clarify Monogamous Expectations,interactions_relationships.json,False,1.0,True,,,-1,no-effect,0.0,0.0,{},{},
